-12,61489;
-10,27094;
-13,59241;
-12,22448;
-10,85804;
-9,490115;
-12,41968;
-13,98281;
-11,24845;
-12,22448;
-12,41968;
-13,2005;
-11,05325;
-12,81009;
-12,22448;
-12,22448;
-11,63886;
-11,05325;
-11,44366;
-13,3972;
-11,83407;
-12,22448;
-11,83407;
-12,41968;
-11,63886;
-10,46614;
-11,44366;
-11,24845;
-11,24845;
-12,81009;
-14,37323;
-13,3972;
-13,0053;
-11,63886;
-15,34925;
-13,3972;
-13,3972;
-12,02927;
-13,59241;
-12,22448;
-10,85804;
-12,41968;
-12,22448;
-13,0053;
-13,98281;
-11,83407;
-12,61489;
-12,22448;
-12,02927;
-12,61489;
-12,81009;
-11,24845;
-11,63886;
-10,27094;
-11,63886;
-14,56843;
-11,24845;
-11,44366;
-12,02927;
-11,24845;
-11,24845;
-12,02927;
-13,0053;
-12,22448;
-11,44366;
-12,81009;
-13,3972;
-13,0053;
-12,22448;
-12,61489;
-10,07573;
-10,85804;
-12,22448;
-13,2005;
-11,05325;
-11,05325;
-11,83407;
-11,05325;
-11,44366;
-11,83407;
-11,24845;
-13,0053;
-11,63886;
-12,41968;
-12,81009;
-16,13156;
-11,44366;
-13,3972;
-13,2005;
-13,59241;
-11,63886;
-10,85804;
-11,44366;
-13,0053;
-12,22448;
-11,05325;
-13,3972;
-12,41968;
-13,98281;
-10,07573;
-11,44366;
-10,85804;
-11,44366;
-11,05325;
-11,63886;
-13,0053;
-11,05325;
-12,22448;
-12,41968;
-11,83407;
-13,3972;
-11,44366;
-12,02927;
-12,61489;
-13,78761;
-12,22448;
-10,85804;
-12,81009;
-10,85804;
-11,44366;
-11,05325;
-13,0053;
-12,61489;
-13,78761;
-10,07573;
-10,85804;
-11,63886;
-11,83407;
-11,63886;
-12,41968;
-11,05325;
-13,2005;
-12,41968;
-12,61489;
-12,41968;
-12,81009;
-11,63886;
-12,22448;
-13,0053;
-12,41968;
-12,61489;
-11,83407;
-9,68532;
-12,22448;
-10,66284;
-13,59241;
-12,41968;
-11,24845;
-12,22448;
-13,78761;
-9,490115;
-12,61489;
-11,44366;
-11,63886;
-12,22448;
-11,05325;
-9,68532;
-9,490115;
-9,68532;
-10,66284;
-11,44366;
-10,85804;
-11,83407;
-12,41968;
-12,61489;
-11,44366;
-9,880526;
-9,880526;
-11,24845;
-9,29491;
-12,41968;
-9,68532;
-12,22448;
-11,24845;
-11,83407;
-12,22448;
-11,83407;
-9,68532;
-9,490115;
-11,24845;
-9,880526;
-10,85804;
-10,07573;
-11,05325;
-8,318884;
-9,099705;
-8,904499;
-9,099705;
-8,51409;
-9,68532;
-10,07573;
-10,66284;
-11,05325;
-10,66284;
-9,29491;
-7,146163;
-4,998047;
-2,849609;
-2,068359;
-2,654296;
-0,8964839;
-1,287109;
-0,5058589;
-1,482422;
1,642579;
0,6660161;
1,251954;
-0,1152344;
1,837892;
1,447266;
2,033204;
3,400392;
2,228517;
3,595703;
4,767579;
6,330078;
5,744142;
4,962892;
8,673829;
3,986329;
9,845705;
8,869142;
6,916018;
10,82227;
11,21289;
11,21289;
11,40821;
9,259766;
11,99414;
13,16602;
13,55664;
14,72852;
15,11914;
14,72852;
12,58008;
16,29102;
14,92383;
17,26758;
17,46289;
18,04883;
17,65821;
17,65821;
18,24414;
19,61133;
19,2207;
19,41602;
22,34571;
20,7832;
21,56446;
19,02539;
22,54102;
22,73633;
24,10352;
23,71289;
22,73633;
26,83789;
24,88477;
24,68946;
26,05664;
25,86133;
26,05664;
27,22852;
25,4707;
25,86133;
27,42383;
26,83789;
26,64258;
27,81446;
28,20508;
28,40039;
27,42383;
29,37696;
29,96289;
28,40039;
28,79102;
29,96289;
29,96289;
29,76758;
29,96289;
32,11133;
29,57227;
31,52539;
31,33008;
31,52539;
32,50195;
31,91602;
30,74414;
31,13477;
32,50195;
31,13477;
32,89258;
32,50195;
32,50195;
29,57227;
33,86914;
32,30664;
32,69727;
32,89258;
33,47852;
34,65039;
34,25977;
31,72071;
31,72071;
32,50195;
34,06445;
33,67383;
34,45508;
34,25977;
33,67383;
34,06445;
35,43164;
30,93945;
34,84571;
33,47852;
30,93945;
33,08789;
34,65039;
35,23633;
35,43164;
34,45508;
35,62696;
35,23633;
33,67383;
34,45508;
35,82227;
36,99414;
35,43164;
34,06445;
33,67383;
36,40821;
36,40821;
34,45508;
34,25977;
36,01758;
36,40821;
36,01758;
34,45508;
35,82227;
36,01758;
35,62696;
35,43164;
34,84571;
35,62696;
36,79883;
36,21289;
33,28321;
34,84571;
34,25977;
34,45508;
37,18946;
35,82227;
34,45508;
37,77539;
35,82227;
35,62696;
36,40821;
36,99414;
35,62696;
35,62696;
35,82227;
34,45508;
35,23633;
35,04102;
35,82227;
35,82227;
35,04102;
34,84571;
34,65039;
34,25977;
36,21289;
35,62696;
35,62696;
36,99414;
35,62696;
34,84571;
35,82227;
34,25977;
36,79883;
35,04102;
32,69727;
35,04102;
35,43164;
35,23633;
34,45508;
34,84571;
33,08789;
34,65039;
34,45508;
33,28321;
34,25977;
33,86914;
35,23633;
33,47852;
33,47852;
33,67383;
34,25977;
33,67383;
30,15821;
33,47852;
33,47852;
32,89258;
33,47852;
30,54883;
31,52539;
31,33008;
31,91602;
32,69727;
31,72071;
31,72071;
30,74414;
30,54883;
29,57227;
30,54883;
31,52539;
28,59571;
27,22852;
29,18164;
30,54883;
29,18164;
29,96289;
29,18164;
30,54883;
25,27539;
28,98633;
27,22852;
27,22852;
25,66602;
27,22852;
27,03321;
27,22852;
25,27539;
25,4707;
26,83789;
25,4707;
23,90821;
24,10352;
25,08008;
23,71289;
23,90821;
24,29883;
25,4707;
22,54102;
20,58789;
21,75977;
22,73633;
20,97852;
21,36914;
20,39258;
19,80664;
19,41602;
21,36914;
21,75977;
18,04883;
17,46289;
17,07227;
18,83008;
17,46289;
17,26758;
16,29102;
15,90039;
16,29102;
14,53321;
13,36133;
13,75195;
15,31446;
14,14258;
14,14258;
10,04102;
12,38477;
10,82227;
11,40821;
11,99414;
8,283204;
10,23633;
9,259766;
6,720704;
9,064455;
8,478518;
5,939454;
6,720704;
6,525392;
5,939454;
5,158204;
4,962892;
5,158204;
3,009767;
3,791017;
4,572267;
4,181642;
3,205078;
2,423829;
0,8613286;
2,033204;
2,033204;
1,837892;
0,6660161;
0,6660161;
1,447266;
0,4707036;
0,8613286;
1,642579;
-1,287109;
-5,583984;
-4,998047;
-6,169922;
-6,560547;
-7,731778;
-8,709294;
-7,536573;
-9,880526;
-8,318884;
-9,880526;
-9,880526;
-10,07573;
-11,05325;
-9,099705;
-12,02927;
-10,27094;
-8,709294;
-10,27094;
